remainingtime, autonomousrobot, alarm, robotx, roboty, robotangle, treesstate, batterylevel, temperature, waterlevel, groundtankwaterlevel, leaksnumber, usedkeys, clicks, others 
589, 0, -1, 1.2549396753311157, -10.239340782165527, 1.9190311431884766, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 95, 50, 50, 50, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1
588, 0, -1, 1.2698071002960205, -10.242264747619629, 2.4280686378479004, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 94, 50, 50, 50, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1
587, 0, -1, 0.14716267585754395, -9.744588851928711, 2.7229416370391846, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 94, 50, 50, 50, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, left-left-left-left-left-left-left-left-left-left-left-front, -1, -1
586, 0, -1, -0.02661140263080597, -9.667604446411133, 2.7262566089630127, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 93, 50, 70, 30, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, -1
585, 0, -1, -0.02661140263080597, -9.667604446411133, 2.7262566089630127, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 93, 50, 90, 10, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, -1
584, 0, 7, -0.02661140263080597, -9.667604446411133, 2.7262566089630127, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 92, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, -1
583, 0, -1, -0.02661140263080597, -9.667604446411133, 2.7262566089630127, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 92, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, removeAlarm, otherClick
582, 0, -1, -0.025841034948825836, -9.667562484741211, 2.635806083679199, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 91, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, right-right, -1, -1
581, 0, -1, -0.023838253691792488, -9.665302276611328, 2.092134475708008, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 91, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right, -1, -1
580, 0, -1, -0.019289031624794006, -9.661332130432129, 1.5484017133712769, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, 90, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right, -1, -1
579, 0, -1, 0.08775311708450317, -9.495736122131348, 1.0345412492752075, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0false, 90, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-front-front, -1, -1
578, 0, -1, 1.530224084854126, -7.072110652923584, 1.0340689420700073, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0false, 89, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front, -1, -1
577, 0, -1, 2.975184917449951, -4.650190353393555, 1.0422437191009521, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0false, 89, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-front-left, -1, -1
576, 0, -1, 2.9768364429473877, -4.6489057540893555, 1.5798249244689941, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 88, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1
575, 0, -1, 2.57102632522583, -3.524343967437744, 1.9196484088897705, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 88, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, left-left-front-front-front, -1, -1
574, 0, -1, 1.6261435747146606, -0.9184477925300598, 1.9198685884475708, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 87, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front-right, -1, -1
573, 0, -1, 0.8917055130004883, 1.4550726413726807, 1.8487502336502075, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 87, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front, -1, -1
572, 0, -1, 0.08191857486963272, 4.3058366775512695, 1.8480594158172607, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 86, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front-front, -1, -1
571, 0, -1, -0.6780987977981567, 6.972269058227539, 1.8495573997497559, fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0tru0.0fals0.0false, 86, 50, 100, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, front-front-front-right, -1, -1
570, 1, -1, -0.8493316769599915, 7.569425106048584, 1.569485068321228, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 85, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, space, -1, -1
569, 1, -1, -0.8493316769599915, 7.569425106048584, 1.569485068321228, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 85, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, right-right-right, -1, -1
568, 1, -1, -0.8486196398735046, 7.5689191818237305, 1.0826514959335327, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 84, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, -1, -1
567, 1, -1, -0.8482592701911926, 7.5697550773620605, 0.5646708011627197, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 84, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, wrench, -1
566, 1, -1, -0.84697026014328, 7.570801734924316, 0.021701734513044357, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 83, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, clickLeak8, -1
565, 1, -1, -0.84604412317276, 7.570206642150879, -0.5334990620613098, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 83, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0false, -1, -1, -1
564, 1, -1, -0.5804807543754578, 7.247861862182617, -0.8994300365447998, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 82, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0false, -1, -1, -1
563, 1, -1, 0.4137488603591919, 5.977227210998535, -0.9080491065979004, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 82, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0false, -1, wrench, -1
562, 1, -1, 1.440309762954712, 4.662094593048096, -0.9080533981323242, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 81, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, clickLeak6-minus-minus, -1
561, 1, -1, 2.4672555923461914, 3.3467679023742676, -0.9084523916244507, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 81, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
560, 0, -1, 3.561974287033081, 1.9430911540985107, -0.9082126021385193, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 80, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, -1
559, 0, -1, 4.586520671844482, 0.6260628700256348, -0.9103409051895142, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 80, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, -1
558, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 79, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, -1
557, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 79, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus-plus-plus, -1
556, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 78, 50, 90, 0, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
555, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 78, 50, 90, 2, tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus-push, -1
554, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 77, 50, 90, 6.436507936507937, tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
553, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 77, 50, 90, 10.158730158730158, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus-wrench-clickLeak0, -1
552, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 76, 50, 90, 13.444444444444441, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, -1
551, 0, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 76, 50, 90, 16.015873015873012, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, -1
550, 1, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 75, 50, 90, 17.873015873015863, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
549, 1, -1, 4.637716770172119, 0.5601919889450073, -0.909743070602417, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 75, 50, 90, 20.444444444444432, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push, otherkeyDown-otherkeyUp-otherkeyDown-otherkeyUp
548, 1, -1, 4.6378865242004395, 0.5594385862350464, -1.3205584287643433, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 74, 50, 90, 22.30158730158729, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
547, 1, -1, 4.636565685272217, 0.5590382814407349, -1.8516135215759277, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 74, 50, 90, 25.444444444444436, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus-push, -1
546, 1, -1, 4.6359381675720215, 0.5580351948738098, -2.3693840503692627, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 73, 50, 90, 29.015873015873012, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus-minus, -1
545, 1, -1, 4.635038375854492, 0.5575474500656128, -2.9192967414855957, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 73, 50, 90, 31.873015873015866, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, -1, otherkeyDown-otherkeyUp
544, 1, -1, 4.634660243988037, 0.55854332447052, 2.8389365673065186, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 72, 50, 90, 33.73809523809522, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, plus, -1
543, 1, -1, 4.394224643707275, 0.7466661930084229, 2.464891195297241, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 72, 50, 90, 34.88888888888887, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, minus, otherkeyDown-otherkeyUp
542, 1, -1, 3.102581739425659, 1.8035590648651123, 2.453585624694824, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 71, 50, 90, 35.3253968253968, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0true, -1, -1, otherkeyDown-otherkeyUp-otherkeyDown-otherkeyUp
541, 1, -1, 1.8124477863311768, 2.861959218978882, 2.454789876937866, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 71, 50, 90, 36.444444444444414, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, wrench-clickLeak8, -1
540, 1, -1, 0.6476080417633057, 3.835888385772705, 2.4389469623565674, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 70, 50, 90, 37.015873015873, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, -1, otherkeyDown-otherkeyUp-otherkeyDown-otherkeyUp
539, 1, -1, -0.2400422841310501, 4.588435173034668, 2.429097890853882, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 70, 50, 90, 37.015873015873, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, otherkeyDown-otherkeyUp
538, 1, -1, -0.8694067597389221, 5.132697582244873, 2.4269378185272217, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 69, 50, 80, 37.015873015873, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus-wrench, -1
537, 1, -1, -1.325994610786438, 5.535856246948242, 2.4105491638183594, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 69, 50, 80, 37.015873015873, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, wrench, otherkeyDown-otherkeyUp
536, 1, -1, 0.3675130307674408, 4.021175861358643, 2.414423704147339, tru0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 68, 50, 80, 37.015873015873, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus, -1
535, 1, -1, 0.3675130307674408, 4.021175861358643, 2.414423704147339, tru0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 68, 50, 80, 40.015873015873, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus-push-push, -1
534, 1, -1, 0.42624983191490173, 3.9682745933532715, 1.984304428100586, tru0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 67, 50, 80, 44.309523809523775, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, -1
533, 1, -1, 0.42642632126808167, 3.9680235385894775, 1.458685278892517, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 67, 50, 80, 47.88888888888884, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus-wrench, -1
532, 1, -1, 0.6329575777053833, 4.573257923126221, 1.2221951484680176, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 66, 50, 80, 50.92063492063487, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, clickLeak3, -1
531, 1, -1, 1.2028100490570068, 6.140908718109131, 1.2222353219985962, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 66, 50, 80, 54.92063492063487, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push, -1
530, 1, -1, 1.775840401649475, 7.7078375816345215, 1.2186187505722046, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 65, 50, 80, 58.777777777777715, fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0false, -1, push-push, -1
529, 1, -1, 2.349931240081787, 9.274348258972168, 1.2087080478668213, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 65, 50, 80, 61.642857142857075, fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0false, -1, push-push-push, -1
528, 1, -1, 2.894094467163086, 10.704931259155273, 1.2068029642105103, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 64, 50, 80, 63.79365079365071, fals0.0fals0.0fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0false, -1, wrench, -1
527, 1, -1, 3.3006880283355713, 11.760302543640137, 1.1913533210754395, tru0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 64, 50, 80, 66.30952380952372, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, clickLeak5-push, -1
526, 1, -1, 3.606287717819214, 12.526410102844238, 1.191109299659729, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 63, 50, 70, 68.88095238095231, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push, -1
525, 1, -1, 3.8361361026763916, 13.081754684448242, 1.175845742225647, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 63, 50, 70, 71.59523809523803, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push-push, -1
524, 1, -1, 2.9916505813598633, 11.056934356689453, 1.175763726234436, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 62, 50, 70, 75.1746031746031, fals0.0fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push, -1
523, 1, -1, 2.9916505813598633, 11.056934356689453, 1.175763726234436, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 62, 50, 70, 78.23809523809517, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, wrench-clickLeak3, -1
522, 1, -1, 2.9308745861053467, 10.911806106567383, 1.5927414894104004, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 61, 50, 70, 81.3809523809523, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push, -1
521, 1, -1, 2.931119203567505, 10.912257194519043, 2.1257693767547607, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 61, 50, 70, 84.3809523809523, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push-push, -1
520, 1, -1, 2.9303054809570312, 10.911840438842773, 2.678241491317749, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 60, 50, 70, 86.66666666666659, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push-push, -1
519, 1, -1, 2.9291727542877197, 10.911582946777344, -3.0748276710510254, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 60, 50, 70, 89.66666666666659, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push, -1
518, 1, -1, 2.928161859512329, 10.911031723022461, -2.598595142364502, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 59, 50, 70, 91.95238095238088, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push, -1
517, 1, -1, 1.725569725036621, 10.059030532836914, -2.5107579231262207, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 59, 50, 70, 94.23809523809516, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push, -1
516, 1, -1, 0.5656449794769287, 9.21099853515625, -2.5129730701446533, fals0.0fals0.0tru0.0tru0.0fals0.0fals0.0tru0.0fals0.0true, 58, 50, 70, 96.66666666666657, fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, plus, -1
515, 1, -1, -0.28010767698287964, 8.587319374084473, -2.5006110668182373, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 58, 50, 60, 98.095238095238, fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, minus-push, -1
514, 1, -1, -0.8938893675804138, 8.125134468078613, -2.4871811866760254, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 57, 50, 60, 98.67460317460308, fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push-push-push, -1
513, 1, -1, 0.15307211875915527, 8.930185317993164, -2.4859886169433594, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 57, 50, 60, 99.82539682539672, fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, push, -1
512, 1, -1, 1.2758854627609253, 9.795400619506836, -2.4838058948516846, fals0.0fals0.0tru0.0fals0.0fals0.0fals0.0tru0.0fals0.0true, 56, 50, 60, 99.86507936507935, fals0.0tru0.0fals0.0fals0.0fals0.0fals0.0fals0.0fals0.0false, -1, wrench, -1
